company,rating,headquarters,salary estimate,job type,size,type,sector,revenue
First Republic Bank,4.3,"San Francisco, CA",100.5,Full-time,1001 to 5000 employees,company - public,finance,$10+ billion (usd)
SoFi,3.6,"San Francisco, CA",164.5,Full-time,1001 to 5000 employees,company - private,finance,unknown / non-applicable
Webhelp Americas,3.2,"San Bruno, CA",104.5,Full-time,10000+ employees,company - private,business services,$500 million to $1 billion (usd)
Facebook,4.3,"Menlo Park, CA",159.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Varo,3.7,"San Francisco, CA",137.5,Full-time,51 to 200 employees,company - private,finance,unknown / non-applicable
Wish,3.4,"San Francisco, CA",145.0,Full-time,501 to 1000 employees,company - public,retail,$1 to $2 billion (usd)
Workday,4.3,"Pleasanton, CA",151.0,Full-time,10000+ employees,company - public,information technology,$2 to $5 billion (usd)
Stitch Fix,3.7,"San Francisco, CA",137.0,Full-time,5001 to 10000 employees,company - public,retail,$500 million to $1 billion (usd)
Facebook,4.3,"Menlo Park, CA",153.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Ursus,4.4,"Menlo Park, CA",138.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Collective Health,3.8,"San Francisco, CA",139.5,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Amazon,3.8,"San Francisco, CA",174.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Osaro,4.8,"San Francisco, CA",154.5,Full-time,1 to 50 employees,company - private,information technology,less than $1 million (usd)
Metromile,4.2,"San Francisco, CA",155.5,Full-time,201 to 500 employees,company - public,insurance,unknown / non-applicable
Energy Solutions,3.7,"Oakland, CA",109.5,Full-time,51 to 200 employees,company - private,"oil, gas, energy & utilities",$10 to $25 million (usd)
Facebook,4.3,"Menlo Park, CA",153.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Webhelp Americas,3.2,"San Jose, CA",93.5,Full-time,10000+ employees,company - private,business services,$500 million to $1 billion (usd)
Walmart,3.4,"Sunnyvale, CA",141.5,Full-time,10000+ employees,company - public,retail,$10+ billion (usd)
Marqeta,4.5,"Oakland, CA",203.0,Full-time,501 to 1000 employees,company - private,finance,unknown / non-applicable
Facebook,4.3,"Fremont, CA",150.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Vitria Technology,3.5,"Menlo Park, CA",125.0,Full-time,201 to 500 employees,company - private,information technology,$25 to $50 million (usd)
Datatron Technologies,4.2,"San Francisco, CA",124.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
PicnicHealth,4.7,"San Francisco, CA",131.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Unlearn.AI,5.0,"San Francisco, CA",105.0,Full-time,1 to 50 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
Lyra Health,4.8,"Burlingame, CA",137.5,Full-time,201 to 500 employees,company - private,health care,$100 to $500 million (usd)
Adobe,4.4,"San Francisco, CA",139.0,Full-time,10000+ employees,company - public,information technology,$5 to $10 billion (usd)
Ursus,4.4,"Menlo Park, CA",138.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Ursus,4.4,"Menlo Park, CA",132.0,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
One Concern,3.7,"Menlo Park, CA",116.0,Full-time,51 to 200 employees,company - private,information technology,$1 to $5 million (usd)
Feedzai,4.1,"San Mateo, CA",132.0,Full-time,201 to 500 employees,company - private,information technology,$50 to $100 million (usd)
"Bio-Rad Laboratories, Inc.",3.5,"Hercules, CA",104.5,Full-time,5001 to 10000 employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Match Group,4.0,"San Francisco, CA",141.0,Full-time,1001 to 5000 employees,company - public,information technology,unknown / non-applicable
Akoya Biosciences,4.0,"Menlo Park, CA",101.0,Full-time,51 to 200 employees,company - public,biotech & pharmaceuticals,unknown / non-applicable
SiriusXM,3.8,"Oakland, CA",140.0,Full-time,1001 to 5000 employees,company - public,media,$2 to $5 billion (usd)
Lucid Motors,4.1,"Newark, CA",189.0,Full-time,1001 to 5000 employees,company - private,manufacturing,unknown / non-applicable
Splunk,4.2,"San Francisco, CA",197.0,Full-time,5001 to 10000 employees,company - public,information technology,$1 to $2 billion (usd)
"Bio-Rad Laboratories, Inc.",3.5,"Hercules, CA",134.0,Full-time,5001 to 10000 employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Lily AI,4.5,"Mountain View, CA",136.0,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Pinterest,4.2,"San Francisco, CA",146.5,Full-time,1001 to 5000 employees,company - public,information technology,$100 to $500 million (usd)
Cisco Systems,4.3,"San Francisco, CA",152.5,Full-time,10000+ employees,company - private,information technology,$10+ billion (usd)
SoFi,3.6,"San Francisco, CA",167.0,Full-time,1001 to 5000 employees,company - private,finance,unknown / non-applicable
Adobe,4.4,"San Jose, CA",138.5,Full-time,10000+ employees,company - public,information technology,$5 to $10 billion (usd)
Uniphore,4.4,"San Francisco, CA",136.5,Full-time,51 to 200 employees,company - private,information technology,$10 to $25 million (usd)
Autodesk,4.3,"San Francisco, CA",153.0,Full-time,10000+ employees,company - public,information technology,$2 to $5 billion (usd)
Square,4.3,"San Francisco, CA",101.5,Full-time,5001 to 10000 employees,company - public,information technology,$1 to $2 billion (usd)
Uber,4.0,"San Francisco, CA",121.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Uber,4.0,"San Francisco, CA",121.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
"Guidewire Software, Inc.",4.4,"San Mateo, CA",128.0,Full-time,1001 to 5000 employees,company - public,information technology,$500 million to $1 billion (usd)
Noodle.ai,3.8,"San Francisco, CA",113.0,Full-time,51 to 200 employees,company - private,information technology,$25 to $50 million (usd)
Adobe,4.4,"San Francisco, CA",118.0,Full-time,10000+ employees,company - public,information technology,$5 to $10 billion (usd)
Grabango,3.7,"Berkeley, CA",90.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Sentient Energy,3.1,"Santa Clara, CA",140.5,Full-time,1 to 50 employees,company - private,"oil, gas, energy & utilities",$1 to $5 million (usd)
CBS Interactive,4.0,"San Francisco, CA",152.5,Full-time,1001 to 5000 employees,subsidiary or business segment,media,unknown / non-applicable
"Agilent Technologies, Inc.",4.3,"Santa Clara, CA",118.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Carta,4.0,"San Francisco, CA",152.0,Full-time,501 to 1000 employees,company - private,finance,unknown / non-applicable
Facebook,4.3,"San Francisco, CA",152.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Facebook,4.3,"San Francisco, CA",164.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Microsoft,4.4,"Mountain View, CA",158.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Facebook,4.3,"Burlingame, CA",159.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Xerox,3.3,"Palo Alto, CA",148.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Stitch Fix,3.7,"San Francisco, CA",196.5,Full-time,5001 to 10000 employees,company - public,retail,$500 million to $1 billion (usd)
23andMe,4.1,"Sunnyvale, CA",143.5,Full-time,501 to 1000 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
SiriusXM,3.8,"Oakland, CA",144.0,Full-time,1001 to 5000 employees,company - public,media,$2 to $5 billion (usd)
Alten,3.2,"San Francisco, CA",96.0,Full-time,10000+ employees,company - private,business services,$2 to $5 billion (usd)
Workday,4.3,"San Francisco, CA",146.5,Full-time,10000+ employees,company - public,information technology,$2 to $5 billion (usd)
Thermo Fisher Scientific,3.8,"South San Francisco, CA",112.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",160.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Picarro,3.0,"Santa Clara, CA",137.0,Full-time,1 to 50 employees,company - private,manufacturing,$25 to $50 million (usd)
Plum Lending,4.1,"San Francisco, CA",123.0,Full-time,1 to 50 employees,company - private,finance,unknown / non-applicable
VMware,4.3,"Palo Alto, CA",156.5,Part-time,10000+ employees,company - public,information technology,$5 to $10 billion (usd)
Udemy,4.7,"San Francisco, CA",156.5,Full-time,501 to 1000 employees,company - private,education,unknown / non-applicable
Blue Owl,4.8,"San Francisco, CA",150.5,Full-time,51 to 200 employees,company - private,insurance,unknown / non-applicable
Jobot,4.8,"San Francisco, CA",129.0,Full-time,51 to 200 employees,company - private,business services,$50 to $100 million (usd)
kover,4.0,"San Francisco, CA",127.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Bill.com,4.2,"San Jose, CA",141.5,Full-time,501 to 1000 employees,company - public,finance,$50 to $100 million (usd)
Lucid Motors,4.1,"Newark, CA",141.5,Full-time,1001 to 5000 employees,company - private,manufacturing,unknown / non-applicable
Exponent,3.8,"Menlo Park, CA",142.0,Full-time,1001 to 5000 employees,company - public,business services,$100 to $500 million (usd)
KPMG,3.9,"San Francisco, CA",124.5,Full-time,10000+ employees,company - private,business services,$1 to $2 billion (usd)
MadKudu,5.0,"Mountain View, CA",119.0,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Innoplexus,3.9,"San Francisco, CA",155.0,Full-time,201 to 500 employees,company - private,business services,$1 to $5 million (usd)
Udemy,4.7,"San Francisco, CA",145.0,Full-time,501 to 1000 employees,company - private,education,unknown / non-applicable
PubNub,4.0,"San Francisco, CA",133.5,Full-time,51 to 200 employees,company - private,information technology,$25 to $50 million (usd)
Facebook,4.3,"Menlo Park, CA",160.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
The Mom Project,4.8,"San Francisco, CA",92.0,Full-time,51 to 200 employees,company - private,business services,unknown / non-applicable
VMware,4.3,"San Francisco, CA",141.5,Part-time,10000+ employees,company - public,information technology,$5 to $10 billion (usd)
Facebook,4.3,"Menlo Park, CA",156.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Course Hero,4.8,"Redwood City, CA",150.0,Full-time,51 to 200 employees,company - private,education,unknown / non-applicable
Facebook,4.3,"Menlo Park, CA",164.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Parker Institute for Cancer Immunotherapy,3.7,"San Francisco, CA",153.5,Full-time,51 to 200 employees,nonprofit organization,non-profit,unknown / non-applicable
"TuSimple, Inc.",4.4,"San Francisco, CA",167.0,Full-time,201 to 500 employees,company - public,information technology,unknown / non-applicable
Secureworks,4.2,"San Francisco, CA",144.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Xerox,3.3,"Palo Alto, CA",119.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Ursus,4.4,"Menlo Park, CA",138.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Levi Strauss & Co.,4.1,"San Francisco, CA",129.5,Part-time,10000+ employees,company - public,retail,$2 to $5 billion (usd)
Kaiser Permanente,4.0,"Pleasanton, CA",153.0,Full-time,10000+ employees,nonprofit organization,health care,$10+ billion (usd)
Samsung Electronics America,3.5,"Mountain View, CA",133.0,Full-time,1001 to 5000 employees,subsidiary or business segment,information technology,$10+ billion (usd)
UC San Francisco Academic,4.2,"San Francisco, CA",77.5,Full-time,10000+ employees,college / university,education,$25 to $50 million (usd)
Punchh,4.1,"San Mateo, CA",151.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Blue Owl,4.8,"San Francisco, CA",150.5,Full-time,51 to 200 employees,company - private,insurance,unknown / non-applicable
Adobe,4.4,"San Jose, CA",194.0,Full-time,10000+ employees,company - public,information technology,$5 to $10 billion (usd)
Walmart,3.4,"Sunnyvale, CA",146.5,Full-time,10000+ employees,company - public,retail,$10+ billion (usd)
Sisu,4.1,"San Francisco, CA",146.0,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Kodiak Robotics,4.5,"Mountain View, CA",187.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Health at Scale Corporation,4.1,"San Jose, CA",134.0,Full-time,1 to 50 employees,company - public,information technology,unknown / non-applicable
Capgemini,3.8,"San Francisco, CA",111.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
HopHR,4.1,"San Francisco, CA",157.5,Full-time,1 to 50 employees,company - private,business services,unknown / non-applicable
Facebook,4.3,"Menlo Park, CA",155.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",164.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Hearth,2.9,"San Francisco, CA",84.0,Full-time,1 to 50 employees,company - public,"construction, repair & maintenance",less than $1 million (usd)
Workday,4.3,"San Francisco, CA",146.5,Full-time,10000+ employees,company - public,information technology,$2 to $5 billion (usd)
Thermo Fisher Scientific,3.8,"South San Francisco, CA",112.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",160.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
